review,Hotel#General,Hotel#Price,Hotel#Designs_Features,Hotel#Cleanliness,Hotel#Comfort,Hotel#Quality,Hotel#Miscellaneous,Rooms#General,Rooms#Price,Rooms#Designs_Features,Rooms#Cleanliness,Rooms#Comfort,Rooms#Quality,Rooms#Miscellaneous,Room_amenities#General,Room_amenities#Price,Room_amenities#Designs_Features,Room_amenities#Cleanliness,Room_amenities#Comfort,Room_amenities#Quality,Room_amenities#Miscellaneous,Facilities#General,Facilities#Price,Facilities#Designs_Features,Facilities#Cleanliness,Facilities#Comfort,Facilities#Quality,Facilities#Miscellaneous,Service#General,Location#General,Food_Drinks#Price,Food_Drinks#Quality,Food_Drinks#Style_Options,Food_Drinks#Miscellaneous
"Dịch vụ tốt, chất lượng, nhân viên vui vẻ, nhiệt tình với khách hàng 🍉",Positive,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"khách sạn sát biển, mình up phòng lên nên view đẹp luôn.",,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Không gian yên tĩnh thơ mộng, hồ bơi nước ấm tuyệt vời, ăn sáng ngon, nhân viên thân thiện.",,,,,Positive,,,,,,,,,,,,,,,,,,,,,,Positive,,Positive,,,Positive,,
Nhà vệ sinh thoát nước kém. Spa free nhưng phải đặt trước và nhân lực không đủ.,,,,,,,,,,,,,,,,,,,,Negative,,,Positive,Negative,,,,,,,,,,
"Phòng giống hình, khách sạn sạch đẹp, rộng rãi, cách âm tốt! Nên để bảng tên khách sạn lớn hơn, khách sạn ở vị trí khuất hơi khó tìm",,,Positive,Positive,,,Negative,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quá là xịn lunnnnnn 🌷 Lên đà lạt mùa này ở đây được 1 hôm nhưng mê đắm mê đuối không muốn về, nhân viên từ ngoài vô tới phòng đều take care khách rất kĩ. Mình sẽ quay lại vào một ngày không xa💓",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Gọi điện thoại chả bao giờ bắt máy. Giữ căn cước khách check out trả phòng trả xe cũng không trả căn cước lại làm khách phải quay đi quay lại lấy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Khách sạn tuyệt vời, được bao quanh bởi rừng thông và hồ nước. Tôi chỉ muốn ở mãi trong đó. Tuy nhiên một số món ăn tối ở nhà hàng chưa ổn. Hải sản cho món lẩu không được tươi.",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,
"mọi thứ đều ổn ngoại trừ phòng tắm (nhà vệ sinh) quá cũ và có mùi hôi rất khó chịu. nếu muốn khách ghé lại những lần sau khách sạn phải khắc phục vấn đề này, mọi thứ đều phải mới mẻ sạch sẽ từ phòng ngủ đến nhà vệ sinh.",Positive,,,,,,,,,,,,,,,,Negative,Negative,,,,,,,,,,,,,,,,
"Khách sạn sạch sẽ, nhân viên nhiệt tình, thức ăn ngon, có hồ bơi cảnh quan sống ảo ok",,,,Positive,,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,Positive,,
"Khách sạn nằm vị trí đẹp, thuận tiện,đáng để lưu trú ",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Khách sạn như một căn hộ thu nhỏ, cảm giác như ở nhà, hồ bơi rất phù hợp với trẻ nhỏ. Duy nhất việc check in và check out rất lâu. Nhân viên chư bố trí phù hợp, gây ra tình trạng khách ngồi chờ hơi lâu, mình đã chuyển tiền chỉ việc chờ lấy cọc và kiểm tra phòng mà mất nửa tiếng, mình mang thai có bé nhỏ phải vừa trông bé, bé quậy, khóc, mình vừa đợi vừa dỗ dành bé nữa rất là mệt. Khi trả phòng kháchsạn đông nên không ai hỗ trợ đem hành lý xuống cả. Mong khách sạn khắc phục được tình trạng trên.",,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"1. Mình đi 4 người book căn apartment, phòng vừa xinh, sạch sẽ, tiện nghi, có 1 ban công lớn, view ổn. 2. Đồ ăn sáng đánh giá tạm ổn, phục vụ ok do quá đông, sảnh lớn nhưng không có điều hòa, nóng. 3. Ít nhân viên để take care khách, ít xe điện dù khuôn viên khá rộng, đoàn mình đi gọi được xe điện đi mà không thể đợi nổi xe điện tới đón vì quá lâu. Nhân viên không niềm nở.",,,,,,,,Positive,,Positive,Positive,Positive,,,,,,,,,,,,Negative,,Negative,,,Negative,,,Neutral,,
Dịch vụ tốt - High recommend !,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khách sạn đẹp. nhân viên thân thiện,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"khách sạn ổn trong tầm giá, view đẹp, nhân viên vui vẻ !!!",Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"rất hài lòng, phòng mới, sach se, rong rai, thức ăn sáng good, chỉ cảm thấy hơi khó chịu 1 tý là nhân viên tập trung ở quầy tiếp tân đông quá and nói chuyện đùa giỡn ồn ào, lần sau đến đà lạt tôi nhất định sẽ ở đây",Positive,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Negative,,,Positive,,
"Địa điểm nên book mỗi khi tới nha trang, rất trung tâm",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Mọi thứ đều tốt, nhân viên thân thiện, bãi biển sạch, yên tĩnh. Chỉ có điều có muỗi nếu không xịt thuốc. Phòng ven biển nên ẩm cao sẽ làm cho các phòng ẩm mốc. Nếu trở lại tôi vẫn sẽ ưu tiên chọn.",Positive,,,Negative,,,,,,,Negative,,,,,,,,,,,,,,Positive,Positive,,,Positive,,,,,
Nghĩ dưỡng nhẹ nhàng-ăn sáng ngon-mọi thứ hoàn hảo,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,
"Khách sạn tốt, nhưng không hỗ trợ xuất hóa đơn cho khách hàng khi đặt, khách bơ vơ không biết làm sao",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Nhân viên ở đây nhiệt tình, ăn sáng đa dạng, phòng mình bungalow nên rất yên tĩnh, ngủ nghĩ thoải mái, bãi biển riêng sạch sẽ, có cả hồ bơi cho trẻ nhỏ, nên lần sau mình sẽ ghé và lưu lại lâu hơn. Đây là hình chụp bãi biển lúc buổi sáng sớm.",Positive,,,,,,,,,,,Positive,,,,,,,,,,,,Positive,Positive,,,,Positive,,,,Positive,
"Buổi tối nên thắp nhiều đèn sáng hơn nữa, hiện tại tối quá",,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn rất nhiệt tình, đến sớm lúc 4h khuya nhưng vẫn được bố trí phòng chờ thoải mái và tiện nghi.",,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"khách sạn oke, sạch sẽ, thoải mái",Positive,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lễ tân không niềm nở, phòng không cách âm",,,,,,,,,,Negative,,,,,,,,,,,,Negative,,,,,,,,,,,,
Mình có để quên áo ở phòng và đã liên hệ hotline khách sạn ngay sau đó nhưng lại không nhận được hỗ trợ từ phía Huong Giang Hotel. Mình thậm chí đã nhắn tin cho page nhưng bị seen và không nhận được bất kì câu trả lời nào,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
Nhân viên thân thiện và rất chuyên nghiệp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Check in quá lâu, hàng chờ chỉ 2 người mà mất gần 30 phút mới tới lượt, có quầy nhận giữ hành lý cho khách trước giờ check in, nhưng khi quay lại check in thì thấy quầy nhận không có người trực, khách ngồi sát bên nên rất quan ngại về tính toàn vẹn của hành lý, máy lạnh trong phòng bị chảy nước và lạnh khá lâu.",,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,Negative,,,,,
"Khách sạn nằm cách Trung tâm khoảng 5km. Cảnh quan đẹp, phòng ngủ rộng, thoáng, giường gối rất êm, sạch sẽ dễ chịu. Nhân viên lịch sự, tận tâm. Bữa sáng ngon và phong phú với một nhà hàng có view thung lũng tuyệt đẹp!",,,Positive,,,,,,,Positive,,,,,,,,Positive,Positive,Positive,,Positive,,,,,,,Positive,Neutral,,Positive,Positive,
nhân viên nhiệt tình thân thiện. Sẽ quay lại lần tới,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn tiện nghi, sang trọng. Khi bước vào mình cực kỳ thích thái độ của các bạn nhân viên ở đây. Chỉ có 2 điểm trừ là đặt phòng view biển nhưng kính bị nứt như hình, mình đi cùng con nhỏ cũng có chút lo ngại nên kê đồ chặn ngay tấm kính, thứ 2 là nhân viên dọn phòng không kiểm tra phòng kỹ trước khi giao, mình là khách du lịch, đâu phải món đồ nào cũng vào kiểm tra và xác nhận lại như chuyện tấm kính được, khi check out lại báo tấm mica “không hút thuốc” bị nứt, mình sững người lại vì còn không biết tấm đó để ở đâu, con mình hơn 1 tuổi cũng không leo trèo cao được vì lễ tân bảo tấm đó đặt trên kệ cao. Khách sạn nên kiểm tra kỹ lại để tránh phiền hà cho kh. Điểm tâm đa dạng, nhiều món và vừa miệng. Hồ bơi có hơi nhỏ. Khu vui chơi trẻ em sạch sẽ, an toàn.",,,Positive,,Positive,,,Positive,,,,,,,,,,,,Negative,,,,Negative,Positive,,,Positive,Neutral,,,Positive,Positive,
"Khách sạn đẹp, nhân viên thân thiện. buffe sáng ngon, xứng đáng 4*",,,Positive,,,Positive,,,,,,,,,,,,,,Neutral,,,,,,,,,Positive,,,Positive,,
Cảm ơn khách sạn đã tạo cho em kì nghĩ kỉ niệm yêu 10 năm 1 cách thật tuyệt. Cảm ơn chiếc bánh và những lời chúc cho 2 đứa em ạ,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14h nhận phòng mà 15h vẫn không có phòng cho khách, vật vờ nguyên 1 buổi chiều, app thiếu trách nhiệm khi không giải quyết vấn đề cho khách. Phòng nhỏ, thiếu đủ thứ, phòng không giống ảnh quảng cáo",,,,,,,,Negative,,Negative,,,,,Negative,,,,,,,,,,,,,,Negative,,,,,
"khách sạn sạch sẽ tiện lợi gần biển, đồ ăn sáng ngon đa dạng có cái không được nóng lắm.",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,Positive,Neutral,
"Sảnh khách sạn rộng, thoáng đãng, phòng và view đẹp, giá cả hợp lí. Nhà hàng có nhiều món ăn đa dạng, bố trí đẹp mắt, bữa tối ngon miệng, tuy nhiên cho đến sau khi dùng buffet sáng ngày hôm sau thì bị đau bụng đến hết ngày... Nhân viên lễ tân thân thiện, tuy nhiên vào khoảng 12h-1h trưa lúc đang tắm trong phòng thì có tiếng ai đó nhấn chuông và sau đó thì tự mở cửa phòng ... thật không tưởng tượng nổi .. có thể là nhân viên dọn phòng nhưng chẳng lẽ họ không biết đấy là phòng khách vừa nhận..? Trải nghiệm không hài lòng lắm!",,,Positive,,Negative,,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,Negative,,,Positive,Positive,Negative
Vừa túi tiền sử dụng nhân viên ok,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng đẹp, dịch vụ tốt, buffet ngon, nhân viên thân thiện. Sẽ quay lại nếu có cơ hội.",Positive,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,Positive,,
"Phong sach đep, nhân viên rat de thuong minh rat hai long",,,,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Quá tuyệt vời sẽ quay lại nha trang sớm nhất, được tận hưởng với người mình yêu thương ở nơi đó",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn mới, sạch sẽ, gần biển. Lễ tân vui vẻ nhiệt tình. Có cơ hội, sẽ quay lại",Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Dịch vụ quá kém, Đà Lạt mà đến nới mất nước nóng,dợi gần cả 2 tiếng. Khu resort bự như vậy cũng nên có dịch trạm y tế với các loại thuốc cơ bản",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Khách sạn đẹp, phòng sạch sẽ, nhân viên chu đáo & thái độ phục vụ khá tốt. Sẽ quay lại lần sau.",Positive,,Positive,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng sạch sẽ, y hình, nhânviên thân thiện nhiệt tình, dọn phòng hàng ngày. Địa điểm thuận lợi đi lại. Nchung là rất ưng ý. Lần tới quay lại Đà Lạt mình vẫn sẽ ghé qua",Positive,,,,Positive,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Khách sạn dịch vụ tốt, nhân viên thân thiện",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng sạch đẹp, đơn giản gần như tối giản nhưng rất mới và sang. Nhân viên bảo vệ nhiệt tình, tiếp tân thì bình thường. Quản lý khách lưu trú khá chặt chẽ, rất tốt trong mùa dịch này.",,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Vòi sen phòng tắm nước yếu, tivi không mở đươc",,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,
"Dịch vụ không tốt lắm, phòng không đầy đủ tiện nghi và cách âm rất kém",Negative,,,,,,,,,Negative,,,,,Negative,,,,,,,,,,,,,,,,,,,
Bể bơi hơi nhỏ so với quy mô khách sạn,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,
"Nhân viên nhiệt tình, vui vẻ và chất lượng phòng sạch sẽ",,,,,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn đẹp, sạch sẽ, bữa sáng tốt, cách trung tâm 2km nếu đi gia đình hoặc có ô tô riêng thì ở đây rất lý tưởng. ",,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,Positive,,
"Tuyệt vời , rất xứng đáng ở và trải nghiệm",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng cũ, không có áo tắm, khăn mặt, điện thoại bàn, TV nhỏ và không sử dụng được",,,,,,,,,,Negative,,,,,,,Negative,,,Negative,,,,,,,,,,,,,,
Khá hài lòng với dịch vụ của khách sạn. Sẽ quay lại nếu tới đà lạt,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nhân viên nhiệt tình thật sự, khách sạn mới hiện đại, sạch sẽ cũng ổn, nhưng có điều đáng lưu ý là phòng không cách âm. Ở tầng 1 thì thôi rồi ồn, phải nhét bông vào tai. Sáng ra đủ loại âm thanh. Nếu ai dễ ngủ thì vô tư, ai khó ngủ thì cẩn thận.",,,Positive,Positive,,,,,,Negative,,Negative,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng sạch sẽ và đẹp, nhân viên thân thiện",,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Đây là lần thứ hai tôi quay lại khách sạn the luxe để lưu trú, khách sạn vừa mới, sạch sẽ và đầy đủ các tiện nghi, dù là khách sạn 3 sao nhưng lại có dịch vụ và tiện ích hơn cả như vậy, tôi đã có 1 kì nghỉ tuyệt vời cùng người ấy tại đây, sau này khi quay lại đà lạt thì the luxe vẫn là lựa chọn số 1 cho chúng tôi.",Positive,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,
"Khách sạn hơi xa trung tâm xíu nhưng cùng không quá xa, phòng tắm siêu rộng nhưng không có còi xịt toilet, phòng có kiến, rất nhiều kiến cả trên giường, nói chung đặt giá rẻ thi cung ok",,,,,,,,,Positive,,Negative,Negative,,,,,Neutral,,,,,,,,,,,,,Neutral,,,,
"Phòng sạch sẽ giá cả hợp lý, đồ ăn chưa thực sự phong phú",,,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,Negative,
nhân viên ở đây không chuyên nghiệp cách nói chuyện và thái độ rất chướng mắt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Khách sạn rất đẹp, phục vụ rất tốt, mình tới lúc sáng sớm 4h30 chưa có fong để check in thì khách sạn có cho mình nghỉ ngơi ở phòng chờ, có thể nghỉ ngơi được tí để chuẩn bị đi chơi tiếp 😊",,,Positive,,,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,,,
"Phòng tầng 1 mình thuê hơi bí và có mùi của nhà vệ sinh. Không biết các phòng khác thế nào. Mặc dù mình có nhờ đổi lên phòng tầng 2, 3 cho thoáng hơn thì khách sạn không đổi dù trên đó vẫn còn phòng. Đặc biệt các bạn đừng thuê xe ở đây nha, xe rất cũ, phanh không ăn, vặn chìa rất khó khăn, uống xăng như nước (đi vòng vòng có Mũi Né mà 2 lần đổ xăng (hết 80k) và đặc biệt hay hỏng hóc và khi đã hỏng thì bạn sẽ phải chịu chi phí sửa chữa.",,,,,,,,,,,Negative,Negative,,,,,,,,,,,,,,,Negative,,Negative,,,,,
"Phòng cách âm cực kỳ kém. Khách ở bên phòng cạnh bấm chuông inh ỏi lúc 1h sáng, mọi người thức dậy luôn. Vì cách âm quá kém nên karaoke tầng 20 mà tầng 19 vẫn nghe nhạc xập xình. Quạt hút phòng tắm cũng khá ồn. Nhà mình cả đêm thức vài lần. Rất tệ",Negative,,,,,,,,,Negative,,Negative,,,,,,,Negative,Negative,,,,,,,,,,,,,,
"Phòng nghỉ sạch sẽ, nhân viên thân thiện.",,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
Rèm cửa không hút bụi rất là bụi. Còn mọi thứ đều rất ok,Positive,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,
"Sạch sẽ, chu đáo, sẽ quay lại",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khach san tot, tuong xung voi gia tien. Phu vu tot.",Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"book 4 phòng khách sạn xếp ở tầng hầm, không có chút view nào, phòng có mùi hôi phải gọi nhân viên xử lý mới đỡ mùi. Nói chung, thấy không được thoải mái",,,,,Negative,,,Negative,,,Negative,,,,,,,,,,,,,,,,,,,,,,,
"Phòng ngủ có nhiều muỗi, ăn sáng đơn điệu hôm nào cũng giống nhau, nhân viên không hiệt tình",,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,Negative,,,,Negative,
"Thang máy hơi chậm, phòng hơi nhỏ còn lại tương đối tốt ",Positive,,,,,,,,,Negative,,,,,,,,,,,,,,,,,Negative,,,,,,,
Ok. Hơi xa trung tâm thành phố tý. Nhưng ăn ngủ nghỉ thì tuyệt vời,Positive,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,Negative,,Positive,,
"Khách sạn đẹp, vị trí tốt và nội thất mới, sạch sẽ. Điểm trừ duy nhất là không có điều hoà, Đà Lạt khá lạnh về đêm nên buổi tối ngủ không thoải mái lắm. Bình nước nóng cũng hết rất nhanh.",,,Positive,Positive,,,,,,,,Negative,,,,,Negative,,,,,,,,,,,,,Positive,,,,
"Kì nghỉ trọn vẹn, Khách sạn nằm gần trung tâm thành phố rất tiện đi chơi và ăn uống. Phòng khá rộng rãi và sạch sẽ. Nếu có dịp quay lại mình sẽ lựa chọn nơi đây làm nơi dừng chân",Positive,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,
Tôi rất hài lòng về kỳ nghỉ tại nơi đây,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vị trí tốt, phục vụ chuyên nghiệp, bữa sáng còn hạn chế trong việc thay đổi món, phòng có muỗi. Sẽ còn trở lại Saigon Phu Quoc Resort & Spa
 vào các dịp du lịch sau!",Positive,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,Positive,Positive,,,Negative,
"Khách sạn bé xinh khu Phố cổ Hà nội nhưng nhân viên dễ thương và take care khách tốt như Sài Gòn của mình vậy á 🥰 Phòng và tiện nghi vừa đủ dùng, không mới nhưng sạch sẽ Hẹn lần tới mình lại ghé ❤️",Positive,,Positive,,,,,,,Neutral,Positive,,,,Positive,,,,,,,,,,,,,,Positive,,,,,
Mình đã quay lại đây lần thứ 2 rồi và cảm thấy rất hài lòng về chỗ ở. Chỉ có điều đồ ăn sáng ở đây không ngon thôi 😂,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,
